GenBank Accessions,Genome Name,Total_length,Classification,Broader_Classifications,Clade,CAZyme_freq,Trait,YAS,Trait_Freq,log_Trait_Freq
QAOG01000000,Sphingomonas aurantiaca strain MA101b,4411230,Dust,Other,1_clade,42,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),37,3.610917913
QAYE01000000,Sphingomonas faeni strain MA-olki,4383558,Dust,Other,1_clade,41,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
QAYE01000000,Sphingomonas faeni strain MA-olki,4383558,Dust,Other,1_clade,41,Lipid Biosynthesis Protein,Growth (Y),25,3.218875825
QAYE01000000,Sphingomonas faeni strain MA-olki,4383558,Dust,Other,1_clade,41,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),35,3.555348061
QDFS01000000,Sphingomonas melonis strain TPD3008,3907412,Bioreactor,Industrial,2_clade,28,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
QDFS01000000,Sphingomonas melonis strain TPD3008,3907412,Bioreactor,Industrial,2_clade,28,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
QDFS01000000,Sphingomonas melonis strain TPD3008,3907412,Bioreactor,Industrial,2_clade,28,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),34,3.526360525
QENQ01000000,Sphingomonas sp. L3B27,4221798,Root,Plant,6_clade,26,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
QENQ01000000,Sphingomonas sp. L3B27,4221798,Root,Plant,6_clade,26,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
QENQ01000000,Sphingomonas sp. L3B27,4221798,Root,Plant,6_clade,26,Polyketide Biosynthesis Proteins,Growth (Y),3,1.098612289
QENQ01000000,Sphingomonas sp. L3B27,4221798,Root,Plant,6_clade,26,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),42,3.737669618
QEOD01000000,Sphingomonas sp. CF311,4528757,Root,Plant,6_clade,29,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
QEOD01000000,Sphingomonas sp. CF311,4528757,Root,Plant,6_clade,29,Lipid Biosynthesis Protein,Growth (Y),21,3.044522438
QEOD01000000,Sphingomonas sp. CF311,4528757,Root,Plant,6_clade,29,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),41,3.713572067
QFNF01000000,Sphingomonas hengshuiensis strain S2_018_000_R3_110,3219969,Clinical,Clinical,9_clade,19,Amino Acid Related Enzymes,Growth (Y),40,3.688879454
QFNF01000000,Sphingomonas hengshuiensis strain S2_018_000_R3_110,3219969,Clinical,Clinical,9_clade,19,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
QFNF01000000,Sphingomonas hengshuiensis strain S2_018_000_R3_110,3219969,Clinical,Clinical,9_clade,19,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),41,3.713572067
QFNL01000000,Sphingomonas sp. strain S2_018_000_R2_103,3841663,Clinical,Clinical,9_clade,20,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
QFNL01000000,Sphingomonas sp. strain S2_018_000_R2_103,3841663,Clinical,Clinical,9_clade,20,Lipid Biosynthesis Protein,Growth (Y),26,3.258096538
QFNL01000000,Sphingomonas sp. strain S2_018_000_R2_103,3841663,Clinical,Clinical,9_clade,20,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),35,3.555348061
QFOB01000000,Sphingomonas sp. strain S2_012_000_R2_83,4568834,Clinical,Clinical,12_clade,19,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QFOB01000000,Sphingomonas sp. strain S2_012_000_R2_83,4568834,Clinical,Clinical,12_clade,19,Lipid Biosynthesis Protein,Growth (Y),31,3.433987204
QFOB01000000,Sphingomonas sp. strain S2_012_000_R2_83,4568834,Clinical,Clinical,12_clade,19,Polyketide Biosynthesis Proteins,Growth (Y),1,0
QFOB01000000,Sphingomonas sp. strain S2_012_000_R2_83,4568834,Clinical,Clinical,12_clade,19,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),44,3.784189634
QFQI01000000,Sphingomonas taxi strain S2_005_001_R1_22,3311316,Clinical,Clinical,4_clade,25,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
QFQI01000000,Sphingomonas taxi strain S2_005_001_R1_22,3311316,Clinical,Clinical,4_clade,25,Lipid Biosynthesis Protein,Growth (Y),26,3.258096538
QFQI01000000,Sphingomonas taxi strain S2_005_001_R1_22,3311316,Clinical,Clinical,4_clade,25,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
QLJC01000000,Sphingomonas koreensis strain SK-NIH.Env8_1116,5019965,Clinical,Clinical,7_clade,28,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
QLJC01000000,Sphingomonas koreensis strain SK-NIH.Env8_1116,5019965,Clinical,Clinical,7_clade,28,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QLJC01000000,Sphingomonas koreensis strain SK-NIH.Env8_1116,5019965,Clinical,Clinical,7_clade,28,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),41,3.713572067
QLJD01000000,Sphingomonas koreensis strain SK-NIH.Env4_1116,4882389,Clinical,Clinical,7_clade,29,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QLJD01000000,Sphingomonas koreensis strain SK-NIH.Env4_1116,4882389,Clinical,Clinical,7_clade,29,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QLJD01000000,Sphingomonas koreensis strain SK-NIH.Env4_1116,4882389,Clinical,Clinical,7_clade,29,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QLJE01000000,Sphingomonas koreensis strain SK-NIH.Env3_1116,4785774,Clinical,Clinical,7_clade,32,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QLJE01000000,Sphingomonas koreensis strain SK-NIH.Env3_1116,4785774,Clinical,Clinical,7_clade,32,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QLJE01000000,Sphingomonas koreensis strain SK-NIH.Env3_1116,4785774,Clinical,Clinical,7_clade,32,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QLJF01000000,Sphingomonas koreensis strain SK-NIH.Env2_1116,4916777,Clinical,Clinical,7_clade,32,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
QLJF01000000,Sphingomonas koreensis strain SK-NIH.Env2_1116,4916777,Clinical,Clinical,7_clade,32,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QLJF01000000,Sphingomonas koreensis strain SK-NIH.Env2_1116,4916777,Clinical,Clinical,7_clade,32,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),41,3.713572067
QLJG01000000,Sphingomonas koreensis strain SK-NIH.Pt6_1016,5047632,Clinical,Clinical,7_clade,33,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
QLJG01000000,Sphingomonas koreensis strain SK-NIH.Pt6_1016,5047632,Clinical,Clinical,7_clade,33,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QLJG01000000,Sphingomonas koreensis strain SK-NIH.Pt6_1016,5047632,Clinical,Clinical,7_clade,33,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),41,3.713572067
QLJH01000000,Sphingomonas sp. S-NIH.Pt15_0812,4204415,Clinical,Clinical,3_clade,28,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
QLJH01000000,Sphingomonas sp. S-NIH.Pt15_0812,4204415,Clinical,Clinical,3_clade,28,Lipid Biosynthesis Protein,Growth (Y),25,3.218875825
QLJH01000000,Sphingomonas sp. S-NIH.Pt15_0812,4204415,Clinical,Clinical,3_clade,28,Polyketide Biosynthesis Proteins,Growth (Y),1,0
QLJH01000000,Sphingomonas sp. S-NIH.Pt15_0812,4204415,Clinical,Clinical,3_clade,28,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),37,3.610917913
QLJI01000000,Sphingomonas koreensis strain SK-NIH.Pt4_0816,4904325,Animal,Animal,7_clade,33,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QLJI01000000,Sphingomonas koreensis strain SK-NIH.Pt4_0816,4904325,Animal,Animal,7_clade,33,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QLJI01000000,Sphingomonas koreensis strain SK-NIH.Pt4_0816,4904325,Animal,Animal,7_clade,33,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QLJJ01000000,Sphingomonas koreensis strain SK-NIH.Pt2_0716,4786800,Clinical,Clinical,7_clade,32,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QLJJ01000000,Sphingomonas koreensis strain SK-NIH.Pt2_0716,4786800,Clinical,Clinical,7_clade,32,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QLJJ01000000,Sphingomonas koreensis strain SK-NIH.Pt2_0716,4786800,Clinical,Clinical,7_clade,32,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QLJK01000000,Sphingomonas sp. S-NIH.Pt3_0716,5460032,Clinical,Clinical,10_clade,30,Amino Acid Related Enzymes,Growth (Y),44,3.784189634
QLJK01000000,Sphingomonas sp. S-NIH.Pt3_0716,5460032,Clinical,Clinical,10_clade,30,Lipid Biosynthesis Protein,Growth (Y),26,3.258096538
QLJK01000000,Sphingomonas sp. S-NIH.Pt3_0716,5460032,Clinical,Clinical,10_clade,30,Polyketide Biosynthesis Proteins,Growth (Y),2,0.693147181
QLJK01000000,Sphingomonas sp. S-NIH.Pt3_0716,5460032,Clinical,Clinical,10_clade,30,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),48,3.871201011
QLJL01000000,Sphingomonas sp. S-NIH.Pt1_0416,4568209,Clinical,Clinical,3_clade,38,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
QLJL01000000,Sphingomonas sp. S-NIH.Pt1_0416,4568209,Clinical,Clinical,3_clade,38,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
QLJL01000000,Sphingomonas sp. S-NIH.Pt1_0416,4568209,Clinical,Clinical,3_clade,38,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
QOBC01000000,Sphingomonas paucimobilis strain AIMST S2,4229034,Contaminated site,Contaminated site,3_clade,37,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
QOBC01000000,Sphingomonas paucimobilis strain AIMST S2,4229034,Contaminated site,Contaminated site,3_clade,37,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
QOBC01000000,Sphingomonas paucimobilis strain AIMST S2,4229034,Contaminated site,Contaminated site,3_clade,37,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),39,3.663561646
QQNB01000000,Sphingomonas sp. WZY 27,3642396,Soil,Environment,5_clade,25,Amino Acid Related Enzymes,Growth (Y),32,3.465735903
QQNB01000000,Sphingomonas sp. WZY 27,3642396,Soil,Environment,5_clade,25,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
QQNB01000000,Sphingomonas sp. WZY 27,3642396,Soil,Environment,5_clade,25,Polyketide Biosynthesis Proteins,Growth (Y),2,0.693147181
QQNB01000000,Sphingomonas sp. WZY 27,3642396,Soil,Environment,5_clade,25,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),33,3.496507561
QQWO01000000,Sphingomonas koreensis strain SK-NIH.Env10_0317,4787690,Clinical,Clinical,7_clade,32,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QQWO01000000,Sphingomonas koreensis strain SK-NIH.Env10_0317,4787690,Clinical,Clinical,7_clade,32,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QQWO01000000,Sphingomonas koreensis strain SK-NIH.Env10_0317,4787690,Clinical,Clinical,7_clade,32,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QQWP01000000,Sphingomonas koreensis strain SK-NY1_0417,4823432,Clinical,Clinical,7_clade,31,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QQWP01000000,Sphingomonas koreensis strain SK-NY1_0417,4823432,Clinical,Clinical,7_clade,31,Lipid Biosynthesis Protein,Growth (Y),34,3.526360525
QQWP01000000,Sphingomonas koreensis strain SK-NY1_0417,4823432,Clinical,Clinical,7_clade,31,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QQWQ01000000,Sphingomonas koreensis strain SK-NIH.Env9_0217,4965399,Clinical,Clinical,7_clade,33,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QQWQ01000000,Sphingomonas koreensis strain SK-NIH.Env9_0217,4965399,Clinical,Clinical,7_clade,33,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QQWQ01000000,Sphingomonas koreensis strain SK-NIH.Env9_0217,4965399,Clinical,Clinical,7_clade,33,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QQWR01000000,Sphingomonas koreensis strain SK-NIH.Pt10_0210,4764269,Clinical,Clinical,7_clade,28,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QQWR01000000,Sphingomonas koreensis strain SK-NIH.Pt10_0210,4764269,Clinical,Clinical,7_clade,28,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QQWR01000000,Sphingomonas koreensis strain SK-NIH.Pt10_0210,4764269,Clinical,Clinical,7_clade,28,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QQWS01000000,Sphingomonas koreensis strain SK-NIH.Pt9_0208,4744211,Clinical,Clinical,7_clade,27,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QQWS01000000,Sphingomonas koreensis strain SK-NIH.Pt9_0208,4744211,Clinical,Clinical,7_clade,27,Lipid Biosynthesis Protein,Growth (Y),30,3.401197382
QQWS01000000,Sphingomonas koreensis strain SK-NIH.Pt9_0208,4744211,Clinical,Clinical,7_clade,27,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QQWV01000000,Sphingomonas sp. ABOLH strain S-NIH.Pt17_1112,4105473,Clinical,Clinical,9_clade,19,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
QQWV01000000,Sphingomonas sp. ABOLH strain S-NIH.Pt17_1112,4105473,Clinical,Clinical,9_clade,19,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
QQWV01000000,Sphingomonas sp. ABOLH strain S-NIH.Pt17_1112,4105473,Clinical,Clinical,9_clade,19,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
QQWW01000000,Sphingomonas sp. ABOLG strain S-NIH.Pt13_0512,3860080,Clinical,Clinical,4_clade,22,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
QQWW01000000,Sphingomonas sp. ABOLG strain S-NIH.Pt13_0512,3860080,Clinical,Clinical,4_clade,22,Lipid Biosynthesis Protein,Growth (Y),29,3.36729583
QQWW01000000,Sphingomonas sp. ABOLG strain S-NIH.Pt13_0512,3860080,Clinical,Clinical,4_clade,22,Polyketide Biosynthesis Proteins,Growth (Y),1,0
QQWW01000000,Sphingomonas sp. ABOLG strain S-NIH.Pt13_0512,3860080,Clinical,Clinical,4_clade,22,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),34,3.526360525
QQWX01000000,Sphingomonas sp. ABOLF strain S-NIH.Pt19_1214,4047358,Clinical,Clinical,9_clade,29,Amino Acid Related Enzymes,Growth (Y),39,3.663561646
QQWX01000000,Sphingomonas sp. ABOLF strain S-NIH.Pt19_1214,4047358,Clinical,Clinical,9_clade,29,Lipid Biosynthesis Protein,Growth (Y),25,3.218875825
QQWX01000000,Sphingomonas sp. ABOLF strain S-NIH.Pt19_1214,4047358,Clinical,Clinical,9_clade,29,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),41,3.713572067
QQWY01000000,Sphingomonas sp. ABOLE strain S-NIH.Pt18_1212,5094757,Clinical,Clinical,6_clade,33,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
QQWY01000000,Sphingomonas sp. ABOLE strain S-NIH.Pt18_1212,5094757,Clinical,Clinical,6_clade,33,Lipid Biosynthesis Protein,Growth (Y),27,3.295836866
QQWY01000000,Sphingomonas sp. ABOLE strain S-NIH.Pt18_1212,5094757,Clinical,Clinical,6_clade,33,Polyketide Biosynthesis Proteins,Growth (Y),1,0
QQWY01000000,Sphingomonas sp. ABOLE strain S-NIH.Pt18_1212,5094757,Clinical,Clinical,6_clade,33,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),39,3.663561646
QQWZ01000000,Sphingomonas sp. ABOLD strain S-NIH.Pt20_1215,4944567,Clinical,Clinical,6_clade,35,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
QQWZ01000000,Sphingomonas sp. ABOLD strain S-NIH.Pt20_1215,4944567,Clinical,Clinical,6_clade,35,Lipid Biosynthesis Protein,Growth (Y),29,3.36729583
QQWZ01000000,Sphingomonas sp. ABOLD strain S-NIH.Pt20_1215,4944567,Clinical,Clinical,6_clade,35,Polyketide Biosynthesis Proteins,Growth (Y),1,0
QQWZ01000000,Sphingomonas sp. ABOLD strain S-NIH.Pt20_1215,4944567,Clinical,Clinical,6_clade,35,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),38,3.63758616
QQXA01000000,Sphingomonas koreensis strain SK-NIH.Pt14_0612,4789666,Clinical,Clinical,7_clade,32,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QQXA01000000,Sphingomonas koreensis strain SK-NIH.Pt14_0612,4789666,Clinical,Clinical,7_clade,32,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QQXA01000000,Sphingomonas koreensis strain SK-NIH.Pt14_0612,4789666,Clinical,Clinical,7_clade,32,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QQXB01000000,Sphingomonas koreensis strain SK-NIH.Pt16_1112,5060159,Clinical,Clinical,7_clade,32,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
QQXB01000000,Sphingomonas koreensis strain SK-NIH.Pt16_1112,5060159,Clinical,Clinical,7_clade,32,Lipid Biosynthesis Protein,Growth (Y),36,3.583518938
QQXB01000000,Sphingomonas koreensis strain SK-NIH.Pt16_1112,5060159,Clinical,Clinical,7_clade,32,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),42,3.737669618
QQXC01000000,Sphingomonas koreensis strain SK-NIH.Pt11_0411,4787864,Clinical,Clinical,7_clade,32,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QQXC01000000,Sphingomonas koreensis strain SK-NIH.Pt11_0411,4787864,Clinical,Clinical,7_clade,32,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QQXC01000000,Sphingomonas koreensis strain SK-NIH.Pt11_0411,4787864,Clinical,Clinical,7_clade,32,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QQXD01000000,Sphingomonas koreensis strain SK-NIH.Pt12_0112,5002229,Clinical,Clinical,7_clade,32,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QQXD01000000,Sphingomonas koreensis strain SK-NIH.Pt12_0112,5002229,Clinical,Clinical,7_clade,32,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QQXD01000000,Sphingomonas koreensis strain SK-NIH.Pt12_0112,5002229,Clinical,Clinical,7_clade,32,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QQXE01000000,Sphingomonas koreensis strain SK-NIH.Env5_1116,4793818,Clinical,Clinical,7_clade,32,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QQXE01000000,Sphingomonas koreensis strain SK-NIH.Env5_1116,4793818,Clinical,Clinical,7_clade,32,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QQXE01000000,Sphingomonas koreensis strain SK-NIH.Env5_1116,4793818,Clinical,Clinical,7_clade,32,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QQXF01000000,Sphingomonas koreensis strain SK-NIH.Env7_1116,4912538,Clinical,Clinical,7_clade,31,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QQXF01000000,Sphingomonas koreensis strain SK-NIH.Env7_1116,4912538,Clinical,Clinical,7_clade,31,Lipid Biosynthesis Protein,Growth (Y),33,3.496507561
QQXF01000000,Sphingomonas koreensis strain SK-NIH.Env7_1116,4912538,Clinical,Clinical,7_clade,31,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QQXG01000000,Sphingomonas koreensis strain SK-NIH.Env1_1016,5133809,Clinical,Clinical,7_clade,34,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
QQXG01000000,Sphingomonas koreensis strain SK-NIH.Env1_1016,5133809,Clinical,Clinical,7_clade,34,Lipid Biosynthesis Protein,Growth (Y),34,3.526360525
QQXG01000000,Sphingomonas koreensis strain SK-NIH.Env1_1016,5133809,Clinical,Clinical,7_clade,34,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),41,3.713572067
QTJP01000000,Sphingomonas crusticola strain MIMD3,3367145,Environment,Environment,12_clade,23,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
QTJP01000000,Sphingomonas crusticola strain MIMD3,3367145,Environment,Environment,12_clade,23,Lipid Biosynthesis Protein,Growth (Y),20,2.995732274
QTJP01000000,Sphingomonas crusticola strain MIMD3,3367145,Environment,Environment,12_clade,23,Polyketide Biosynthesis Proteins,Growth (Y),1,0
QTJP01000000,Sphingomonas crusticola strain MIMD3,3367145,Environment,Environment,12_clade,23,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
QWLV01000000,Sphingomonas sp. ZDH117,3541169,Soil,Environment,NA,26,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
QWLV01000000,Sphingomonas sp. ZDH117,3541169,Soil,Environment,NA,26,Lipid Biosynthesis Protein,Growth (Y),25,3.218875825
QWLV01000000,Sphingomonas sp. ZDH117,3541169,Soil,Environment,NA,26,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
QYUM01000000,Sphingomonas sp. K2R01-6,4244097,Environment,Environment,11_clade,19,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
QYUM01000000,Sphingomonas sp. K2R01-6,4244097,Environment,Environment,11_clade,19,Lipid Biosynthesis Protein,Growth (Y),29,3.36729583
QYUM01000000,Sphingomonas sp. K2R01-6,4244097,Environment,Environment,11_clade,19,Polyketide Biosynthesis Proteins,Growth (Y),2,0.693147181
QYUM01000000,Sphingomonas sp. K2R01-6,4244097,Environment,Environment,11_clade,19,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),39,3.663561646
RAPZ01000000,Sphingomonas sp. PP-CC-1A-547,4041245,Environment,Environment,1_clade,38,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
RAPZ01000000,Sphingomonas sp. PP-CC-1A-547,4041245,Environment,Environment,1_clade,38,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
RAPZ01000000,Sphingomonas sp. PP-CC-1A-547,4041245,Environment,Environment,1_clade,38,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),34,3.526360525
RBIU01000000,Sphingomonas elodea strain 18a,4653764,Plant,Plant,6_clade,37,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
RBIU01000000,Sphingomonas elodea strain 18a,4653764,Plant,Plant,6_clade,37,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
RBIU01000000,Sphingomonas elodea strain 18a,4653764,Plant,Plant,6_clade,37,Polyketide Biosynthesis Proteins,Growth (Y),3,1.098612289
RBIU01000000,Sphingomonas elodea strain 18a,4653764,Plant,Plant,6_clade,37,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
RCWT01000000,Sphingomonas sp. PP-F2F-G114-C0414,4105809,Environment,Environment,1_clade,30,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
RCWT01000000,Sphingomonas sp. PP-F2F-G114-C0414,4105809,Environment,Environment,1_clade,30,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
RCWT01000000,Sphingomonas sp. PP-F2F-G114-C0414,4105809,Environment,Environment,1_clade,30,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),39,3.663561646
RCWY01000000,Sphingomonas sp. PP-CE-3A-406,3977969,Environment,Environment,1_clade,22,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
RCWY01000000,Sphingomonas sp. PP-CE-3A-406,3977969,Environment,Environment,1_clade,22,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
RCWY01000000,Sphingomonas sp. PP-CE-3A-406,3977969,Environment,Environment,1_clade,22,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),35,3.555348061
RCZC01000000,Sphingomonas glacialis strain E6.1,5126166,Water,Water,5_clade,35,Amino Acid Related Enzymes,Growth (Y),39,3.663561646
RCZC01000000,Sphingomonas glacialis strain E6.1,5126166,Water,Water,5_clade,35,Lipid Biosynthesis Protein,Growth (Y),27,3.295836866
RCZC01000000,Sphingomonas glacialis strain E6.1,5126166,Water,Water,5_clade,35,Polyketide Biosynthesis Proteins,Growth (Y),2,0.693147181
RCZC01000000,Sphingomonas glacialis strain E6.1,5126166,Water,Water,5_clade,35,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),47,3.850147602
RCZK01000000,Sphingomonas oligophenolica strain S5.1,3089412,Water,Water,2_clade,23,Amino Acid Related Enzymes,Growth (Y),31,3.433987204
RCZK01000000,Sphingomonas oligophenolica strain S5.1,3089412,Water,Water,2_clade,23,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
RCZK01000000,Sphingomonas oligophenolica strain S5.1,3089412,Water,Water,2_clade,23,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),32,3.465735903
RWKS01000000,Sphingomonas sp. TF3,4378946,Seed,Plant,5_clade,23,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
RWKS01000000,Sphingomonas sp. TF3,4378946,Seed,Plant,5_clade,23,Lipid Biosynthesis Protein,Growth (Y),30,3.401197382
RWKS01000000,Sphingomonas sp. TF3,4378946,Seed,Plant,5_clade,23,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),37,3.610917913
SACN01000000,Sphingomonas sp. CCP-7,4883533,Water,Water,12_clade,33,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
SACN01000000,Sphingomonas sp. CCP-7,4883533,Water,Water,12_clade,33,Lipid Biosynthesis Protein,Growth (Y),42,3.737669618
SACN01000000,Sphingomonas sp. CCP-7,4883533,Water,Water,12_clade,33,Polyketide Biosynthesis Proteins,Growth (Y),3,1.098612289
SACN01000000,Sphingomonas sp. CCP-7,4883533,Water,Water,12_clade,33,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),45,3.80666249
SCIN01000000,Sphingomonas sp. UV9,4250020,Water,Water,1_clade,28,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
SCIN01000000,Sphingomonas sp. UV9,4250020,Water,Water,1_clade,28,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
SCIN01000000,Sphingomonas sp. UV9,4250020,Water,Water,1_clade,28,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
SCMK01000000,Sphingomonas sp. 1F27F7B,5004185,Water,Water,6_clade,28,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
SCMK01000000,Sphingomonas sp. 1F27F7B,5004185,Water,Water,6_clade,28,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
SCMK01000000,Sphingomonas sp. 1F27F7B,5004185,Water,Water,6_clade,28,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),42,3.737669618
SCMZ01000000,Sphingomonas sp. 2SG,4263298,Water,Water,2_clade,30,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
SCMZ01000000,Sphingomonas sp. 2SG,4263298,Water,Water,2_clade,30,Lipid Biosynthesis Protein,Growth (Y),28,3.33220451
SCMZ01000000,Sphingomonas sp. 2SG,4263298,Water,Water,2_clade,30,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),34,3.526360525
